id_parada,fecha_operacion,tiempo_operacion_h,unidades_producidas,defectos_unidades,temperatura_promedio_c,velocidad_real_u_h,causa_parada,criticidad,duracion_parada_min,costo_parada_soles,observacion,turnos_nombre,turnos_supervisor,turnos_hora_inicio,turnos_hora_fin,procesos_nombre,procesos_familia,procesos_temperatura_objetivo_c,procesos_velocidad_objetivo_u_h,maquinas_nombre,maquinas_linea,maquinas_tipo_maquina,maquinas_antiguedad_anios
200,2026-04-10,2.37 aprox,785 aprox,35,"36,03",478.39,Espera de operador,Media,40.82,1109.61,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,prensa 02,Linea A,Prensado,6.78
201,2026-03-05,6.97,,22,17.92,717.33,Espera de operador,  Alta ,59.6,1854.75,Validar causa,Manana,Ana Torres,06:00,14:00,Empaque primario,Empaque,24.0,720.0,prensa 02,Linea A,Prensado,6.78
202,,5.83, 1666 ,12,71.53,406.52,Espera de operador,Media,"48,56",1839.4,ATENCION MANTENIMIENTO,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
203,12-05-2026,2.74,656 aprox,21,33.96,323.21,  Cambio de formato ,  Baja ,30.46,1188.32,Revisar sensor,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
204,2026-01-24,7.73 aprox,1426,13,31.7,267.73,Falla mecanica,Alta,64.72,1816.56,OK,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Mezcladora 01,Linea A,Mezclado,4.18
205,2026-06-19,,1953,26,43.38,466.97,Cambio de formato,Media, 49.92 ,1632.8,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Horno 05,linea c,TeRmIcO,10.14
206,2026-03-02,"3,29",746,26,35.61,265.23,MANTENIMIENTO CORRECTIVO,Critica,86.36 aprox,2617.06,OK,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,prensa 02,Linea A,Prensado,6.78
207,2026-04-20,3.74,970,8 aprox,155.8 aprox,269.03 aprox,Mantenimiento correctivo,,38.44,1285.33,,Manana,Ana Torres,06:00,14:00,Tratamiento termico,Termico,155.0,260.0,Empacadora 04,Linea B,Empaque,3.64
208,2026-05-26,3.85,3248,18,16.96,906.6,Falta de insumo,Media,51.75,1504.74,OK,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Selladora 08,Linea D,Sellado,7.96
209,2026-06-02,7.86,1993,29,"24,51",376.64,Ajuste de calidad,Alta,64.28,1869.27,Revisar sensor,Noche,Diana Flores,22:00,06:00,Control de calidad,CaLiDaD,23.0,350.0,Horno 05,linea c,TeRmIcO,10.14
210,2026/05/10,"3,13",1074,19, 50.08 ,411.7,MaNtEnImIeNtO CoRrEcTiVo,Baja,36.04,1231.17,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Empacadora 04,Linea B,Empaque,3.64
211,2026-04-26,"3,83",1602,20,19.05,554.77,Falla electrica,Baja,57.57,1788.15,OK,Tarde,Luis Ramos,14:00,22:00,Empaque primario,Empaque,24.0,720.0,Selladora 08,Linea D,Sellado,7.96
212,2026-01-04,10.79,3179,31,64.09,338.23,Falla mecanica,Alta,60.22,1545.97,,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Horno 05,linea c,TeRmIcO,10.14
213,2026-05-03,4.84,883,16,16.84,271.35 aprox,  Falta de insumo ,Baja,29.61, 814.63 ,Validar causa,Noche,Diana Flores,22:00,06:00,Control de calidad,CaLiDaD,23.0,350.0,Etiquetadora 06,Linea C,Etiquetado,2.46
214,2026-05-12,7.2,4508,12,27.29,724.01,Ajuste de calidad,Baja,32.82,909.19,,Tarde,Luis Ramos,14:00,22:00,Empaque primario,Empaque,24.0,720.0,Empacadora 04,Linea B,Empaque,3.64
215,2026-06-21,2.15,559,18,67.95 aprox,379.81,FALTA DE INSUMO,Baja,40.76,"1510,61",OK,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
216,2026-05-28,9.68,5544,9,,"589,72",Ajuste de calidad,Baja,25.49,916.62,Revisar sensor,Manana,Ana Torres,06:00,14:00,Empaque primario,Empaque,24.0,720.0,prensa 02,Linea A,Prensado,6.78
217,2026-04-13,6.99 aprox,3119,18,31.27,619.33,Ajuste de calidad,Alta,58.0,1844.16,OK,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,prensa 02,Linea A,Prensado,6.78
218,2026-06-07,10.12,2081,20,76.83,300.55,Cambio de formato,Baja,23.61,737.87,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Cortadora 03,Linea B,Corte,5.06
219,2026-05-09,10.81,5544,21,"42,73",523.59,Falla mecanica,Alta,59.16,1682.91,Revisar sensor,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Selladora 08,Linea D,Sellado,7.96
220,2026-06-05,10.74,5894,21,29.04,741.44,Falla mecanica,Media,"57,68",1984.53,,Tarde,Luis Ramos,14:00,22:00,Empaque primario,Empaque,24.0,720.0,Cortadora 03,Linea B,Corte,5.06
221,2026-05-20,5.94,1536,9,"70,44",315.17,Espera de operador,Baja,23.75,,,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Etiquetadora 06,Linea C,Etiquetado,2.46
222,2026-06-01,9.51,4678,22,20.12,747.71,ajuste de calidad,Baja,43.02,1355.15,VaLiDaR CaUsA,Manana,Ana Torres,06:00,14:00,Empaque primario,Empaque,24.0,720.0,Horno 05,linea c,TeRmIcO,10.14
223,2026-03-26,2.65,1586 aprox,19,25.8,657.79,Mantenimiento correctivo,Media, 49.46 ,1482.22,OK,Manana,Ana Torres,06:00,14:00,Empaque primario,Empaque,24.0,720.0,Llenadora 07,Linea D,Llenado,5.65
224,2026-04-08, 3.18 ,2196,29,17.49,724.11,Falta de insumo,Alta,60.41,2116.02,Revisar sensor,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Cortadora 03,Linea B,Corte,5.06
225,2026-01-23,9.03,5036,20,17.07,755.53,Espera de operador,Media,52.11,1778.5,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Llenadora 07,Linea D,Llenado,5.65
226, 2026-06-22 ,6.26,1611,,"21,14","272,45",Mantenimiento correctivo,Baja,47.69,1343.96,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,Llenadora 07,Linea D,Llenado,5.65
227,2026-03-18,6.53, 3555 , 5 ,26.94,627.54,Falla mecanica,Media,35.81,871.48,Revisar sensor,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Llenadora 07,Linea D,Llenado,5.65
228,2026-05-17,5.92,3169,30,17.41,623.37,Limpieza no programada,Baja,33.7,931.47,,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Empacadora 04,Linea B,Empaque,3.64
229,2026-03-18,10.9,6824,18,19.95,734.06,Cambio de formato,  Media ,56.96,1209.48,Revisar sensor,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Selladora 08,Linea D,Sellado,7.96
230,2026-05-23,7.86,1392,20,160.76,217.3,Espera de operador,Media,33.37,1071.99,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,prensa 02,Linea A,Prensado,6.78
231,2026-03-10,4.06,2237,6,24.54, 619.79 ,CaMbIo dE FoRmAtO,Baja,20.01,820.0,OK,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Etiquetadora 06,Linea C,Etiquetado,2.46
232,2026-02-07,8.31,5025,18,33.49,625.84,Ajuste de calidad,Media,42.3,915.34,,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Etiquetadora 06,Linea C,Etiquetado,2.46
233,2026-03-03,11.14,3309,12,74.37,406.59,Falla mecanica,Baja,45.91 aprox,1429.26 aprox,Atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Moldeado inicial,Transformacion,70.0,410.0,Empacadora 04,Linea B,Empaque,3.64
234,2026-04-01,10.33,3072,29 aprox,22.76,313.3,Ajuste de calidad,Baja,25.49,,Validar causa,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Cortadora 03,Linea B,Corte,5.06
235,2026-02-07,11.22,3080, 17 ,70.04,421.95,Mantenimiento correctivo,BAJA, 58.24 ,1888.48,Revisar sensor,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,prensa 02,Linea A,Prensado,6.78
236,2026-06-20,4.89,1154,25,19.95,316.49,FaLtA De iNsUmO,Media,52.28 aprox,1510.38,,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,Mezcladora 01,Linea A,Mezclado,4.18
237,2026-02-26,3.26,560,35,164.74,205.2,Falla mecanica,Baja,,1242.02,OK,Noche,Diana Flores,22:00,06:00,Tratamiento termico,Termico,155.0,260.0,Selladora 08,Linea D,Sellado,7.96
238,2026-02-15,10.83,3629,29 aprox,59.56,379.11,Limpieza no programada,Alta, 68.44 ,2047.15,,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Etiquetadora 06,Linea C,Etiquetado,2.46
239, 2026-03-26 ,5.35 aprox,1319,20,,288.07,EsPeRa dE OpErAdOr,Baja,35.72,928.94,,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Horno 05,linea c,TeRmIcO,10.14
240,2026-03-16, 3.69 ,1190,19,43.64,407.36,FALLA MECANICA,MEDIA,49.18,1244.63,  OK ,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Llenadora 07,Linea D,Llenado,5.65
241,2026-05-10,8.67,5047,28,48.22,668.9 aprox,Ajuste de calidad,Media, 42.1 ,1406.93,Validar causa,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Etiquetadora 06,Linea C,Etiquetado,2.46
242,2026-01-21,9.14,3081,15,44.8,437.69,Limpieza no programada,Media,46.52,"1083,33",VALIDAR CAUSA,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Horno 05,linea c,TeRmIcO,10.14
243,2026-03-19,8.22,4510,19,34.33,565.44,MaNtEnImIeNtO CoRrEcTiVo,Alta,67.49,1950.68 aprox,Validar causa,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Selladora 08,Linea D,Sellado,7.96
244,2026-03-14,9.57,2331,11 aprox,73.45 aprox,370.91,Cambio de formato,Baja,30.68,691.34,OK,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Mezcladora 01,Linea A,Mezclado,4.18
245,18/04/2026,10.92,4190,7,70.49, 441.06 ,Espera de operador,Media,32.79,S/ 857.67,,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Llenadora 07,Linea D,Llenado,5.65
246,2026-06-07,4.1,2857,27,26.36,718.59,,Alta,79.48,1959.14,Atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Horno 05,linea c,TeRmIcO,10.14
247,2026-03-11,4.34,894,28, 78.48 ,287.87 aprox,Falla  electrica,Baja,35.1,1166.55,Revisar sensor,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Empacadora 04,Linea B,Empaque,3.64
248,2026-02-03,9.11,3964, 15 ,"35,78",536.46,Espera de operador,Media,44.5,1055.99,Validar causa,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Mezcladora 01,Linea A,Mezclado,4.18
249,2026-06-02,6.59,5868,0,23.39,943.37,Mantenimiento correctivo,Baja,"35,37",1153.58,,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Etiquetadora 06,Linea C,Etiquetado,2.46
250,,7.08,1787,32,36.77,373.65,Falla mecanica,Alta,69.68,,Validar causa,Manana,Ana Torres,06:00,14:00,Control de calidad,CaLiDaD,23.0,350.0,Cortadora 03,Linea B,Corte,5.06
251,2026-05-01,7.85,3029,9,71.84,412.74,Ajuste de calidad,ALTA,59.08,2011.79 aprox,OK,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Cortadora 03,Linea B,Corte,5.06
252,2026-06-09,11.5,5379 aprox,21,19.77,528.92,Limpieza no programada,Media,49.95,1132.73,Validar causa,Tarde,Luis Ramos,14:00,22:00,Empaque primario,Empaque,24.0,720.0,Llenadora 07,Linea D,Llenado,5.65
253, 2026-03-14 ,11.49,7715, 30 ,17.15,909.57,,AlTa,74.01,1833.77,OK,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Mezcladora 01,Linea A,Mezclado,4.18
254,2026/06/26,3.65,739,30,146.51,226.91,Cambio de formato,Media,57.82,1511.56,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Mezcladora 01,Linea A,Mezclado,4.18
255,2026-04-18,6.2,1563,25, 146.73 ,270.94,Falla electrica,Alta,88.75,2035.74,,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Selladora 08,Linea D,Sellado,7.96
256,2026-05-03,11.4,5922,22,32.93,548.1,  Falla electrica ,Media,58.45,1251.55,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Etiquetadora 06,Linea C,Etiquetado,2.46
257,18-04-2026,8.99,5545,24,19.52,744.68,Ajuste de calidad,Alta,61.31,1524.74,Validar causa,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Llenadora 07,Linea D,Llenado,5.65
258,2026-05-13,"7,87",2937, 14 ,44.24,383.99,Mantenimiento correctivo,Baja,31.82,748.29,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Preparacion de insumo,Preparacion,45.0,520.0,Empacadora 04,Linea B,Empaque,3.64
259,2026-02-23,4.55,791,23,31.85,253.56,Falla mecanica,Baja, 47.05 ,1457.35,OK,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
260,2026-06-13,10.28,3496,15,73.04,,Limpieza no programada,Alta,43.61,1208.72,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Mezcladora 01,Linea A,Mezclado,4.18
261,2026-04-08,4.84,994,20,27.21,258.84,Cambio de formato,Media,40.14,1489.01,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Selladora 08,Linea D,Sellado,7.96
262,2026-03-02,9.91,2755,20,28.0,285.55,Falla mecanica,Baja, 44.12 ,1390.7,,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
263,2026-03-07,3.78,1230,35,61.16,356.5,Cambio de formato,Alta,64.75,2170.88,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Mezcladora 01,Linea A,Mezclado,4.18
264,2026-03-11,6.46,1319,24,33.14, 307.98 ,Mantenimiento correctivo,Baja,,1415.83,OK,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
265,2026-02-11,5.53,5021,27,30.96,931.37,Cambio de formato,Alta,60.45,1500.82,,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Horno 05,linea c,TeRmIcO,10.14
266,2026-03-12, 11.29 ,8645,38,9.06,837.7,Ajuste de calidad,Critica,92.22,3497.62,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,prensa 02,Linea A,Prensado,6.78
267,2026-03-22,5.84,2870,6,24.43,568.83,Cambio de formato,Media,37.32,1319.2,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Etiquetadora 06,Linea C,Etiquetado,2.46
268,2026-04-12,5.55,1046,29,144.94,206.62,Ajuste de calidad,Baja,"43,08",1376.48,atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Tratamiento termico,Termico,155.0,260.0,Empacadora 04,Linea B,Empaque,3.64
269,2026-01-16,5.05,2207,7,34.69,551.2,Cambio de formato,Media,30.65,859.68,Validar  causa,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Mezcladora 01,Linea A,Mezclado,4.18
270,2026-06-11,6.26 aprox,3001,34 aprox,15.2,685.77,Mantenimiento correctivo,Media,64.03,1374.51,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Empaque primario,Empaque,24.0,720.0,Horno 05,linea c,TeRmIcO,10.14
271,01/05/2026,9.25,1675,11,28.43,271.86,Falla mecanica,Alta,59.35,1827.82,Revisar sensor,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
272,2026-02-09,3.38,1738,31 aprox,30.87,643.74,Falla electrica,Media,66.14, 1513.78 ,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Horno 05,linea c,TeRmIcO,10.14
273,2026-01-09,6.34,1565,,45.92,,Espera de operador,Media,28.81,1046.69,,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Llenadora 07,Linea D,Llenado,5.65
274,2026-04-01, 9.27 ,,14,35.31,588.33,Limpieza no programada,Baja,39.98,1024.12,,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Etiquetadora 06,Linea C,Etiquetado,2.46
275,2026-04-18,8.02,2438,4,69.9,422.59,Cambio de formato,media,28.85,572.76,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
276,2026-03-22,11.06,1872,19, 30.37 ,221.97,Falla mecanica,baja,35.05,"1222,0",OK,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Horno 05,linea c,TeRmIcO,10.14
277,2026/03/04,6.24,1395,9,22.84 aprox,305.83,Mantenimiento correctivo,Media,57.2 aprox,,Revisar sensor,Noche,Diana Flores,22:00,06:00,Control de calidad,CaLiDaD,23.0,350.0,prensa 02,Linea A,Prensado,6.78
278,2026-03-01,2.37,508,17,26.74,313.63,FALTA DE INSUMO,Baja,30.51,1010.67,AtEnCiOn mAnTeNiMiEnTo,Manana,Ana Torres,06:00,14:00,Control de calidad,CaLiDaD,23.0,350.0,Mezcladora 01,Linea A,Mezclado,4.18
279,04/03/2026,4.6,2001,10,40.61,485.53,Espera de operador,Baja,35.67,1094.92,Revisar sensor,Noche,Diana Flores,22:00,06:00,Preparacion de insumo,Preparacion,45.0,520.0,Empacadora 04,Linea B,Empaque,3.64
280,2026-05-03,7.72,2495,15,"64,68",405.51,Limpieza no programada,Media,39.02 aprox,1034.73,OK,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Etiquetadora 06,Linea C,Etiquetado,2.46
281,2026-03-02,4.69,1240,17,32.28,284.06,Cambio de formato,Baja,39.72,1315.1,,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,prensa 02,Linea A,Prensado,6.78
282, 2026-05-03 ,3.62,721,4,"27,73",275.1,Mantenimiento correctivo,Media, 46.91 ,1032.32,Validar causa,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Mezcladora 01,Linea A,Mezclado,4.18
283,2026-02-19,8.99,1960,14,32.17,263.23,Falla mecanica,Critica,69.45,2122.61,Revisar sensor,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Selladora 08,Linea D,Sellado,7.96
284,2026-06-11,9.99,5216,22,46.41,615.18,Falla mecanica,Baja,58.36,S/ 1461.47,,Manana,Ana Torres,06:00,14:00,Corte de piezas,transformacion,38.0,620.0,Horno 05,linea c,TeRmIcO,10.14
285,2026-04-27,10.46,3596,34,59.12,356.98,Mantenimiento correctivo,baja, 63.51 ,2120.78,OK,Manana,Ana Torres,06:00,14:00,Moldeado inicial,Transformacion,70.0,410.0,Horno 05,linea c,TeRmIcO,10.14
286,2026-02-22,2.51,520,20, 26.64 ,307.7,Limpieza no programada,Media,36.56,1220.07,OK,Manana,Ana Torres,06:00,14:00,Control de calidad,CaLiDaD,23.0,350.0,Cortadora 03,Linea B,Corte,5.06
287,2026-01-01,11.39,4213,16 aprox,40.04,388.59,Limpieza no programada,media,51.05,1530.68,Revisar sensor,Noche,Diana Flores,22:00,06:00,Preparacion de insumo,Preparacion,45.0,520.0,Cortadora 03,Linea B,Corte,5.06
288,2026-05-26,10.59,6184,23, 34.65 ,653.07,Mantenimiento correctivo,Baja,43.59 aprox,S/ 1263.42,Validar causa,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Selladora 08,Linea D,Sellado,7.96
289,2026-04-14,6.94,3730,16,20.18,595.8,FaLtA De iNsUmO,Baja,30.47,976.02,OK,Manana,Ana Torres,06:00,14:00,Empaque primario,Empaque,24.0,720.0,Selladora 08,Linea D,Sellado,7.96
290,19/02/2026,7.42,1413,23,27.26,253.62,  Cambio de formato ,Alta,46.59,"1408,91",Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Mezcladora 01,Linea A,Mezclado,4.18
291,2026-01-23,3.34,644,18,"26,23",295.35,Mantenimiento correctivo,Baja,58.3,1341.09,,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Horno 05,linea c,TeRmIcO,10.14
292,2026-01-16,2.04,443,18,156.12,225.78 aprox,Mantenimiento correctivo,Media,"55,06",1708.47 aprox,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Tratamiento termico,Termico,155.0,260.0,Mezcladora 01,Linea A,Mezclado,4.18
293,2026-01-19,5.81,,16,28.1, 229.53 ,Falla electrica,Baja,41.93,1183.93,Validar causa,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
294,2026-02-25,9.88,3449,14,69.96,395.92,Falta de insumo,ALTA,50.82,1385.4 aprox,OK,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Horno 05,linea c,TeRmIcO,10.14
295,2026-06-26,,2686, 30 ,75.55, 314.36 ,mantenimiento correctivo,Critica,89.83,4049.67,,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Horno 05,linea c,TeRmIcO,10.14
296,02/01/2026,7.96,2522, 17 ,69.15,374.99,MaNtEnImIeNtO CoRrEcTiVo,Baja,52.47,1273.74,,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,prensa 02,Linea A,Prensado,6.78
297,2026-04-22,6.25,1783,30,58.51,384.39,Cambio de formato,,31.38,803.35,Atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Etiquetadora 06,Linea C,Etiquetado,2.46
298,,5.56 aprox,2804,25,32.92,685.48,Falla mecanica,BAJA,30.86,"981,82",OK,Tarde,Luis Ramos,14:00,22:00,Empaque primario,Empaque,24.0,720.0,Mezcladora 01,Linea A,Mezclado,4.18
